State,District,Market,Commodity,Variety,Grade,Min Price,Max Price,Modal Price,Supply Volume (MT),Demand Volume (MT),Market Insights,Sowing Area (Hectares),Production Estimate (MT),Stock Level (MT),Stock Released (MT),Inflation Rate (%),Input Type,Input Cost (INR),Seasonality Impact,Intervention Type,Impact on Price (INR/kg),ARIMA_p,ARIMA_d,ARIMA_q,Forecasted Price (INR/kg)
Gujarat,Banaskanth,Deesa(Deesa Veg Yard),Cabbage,Other,FAQ,1000,1350,1175,437,554,Government intervention expected,2143,3774,4201,986,6.461130642,Labor,350,Medium,No Intervention,5.851292818,2,1,2,1175.376785
Gujarat,Banaskanth,Deesa(Deesa Veg Yard),Cauliflower,Other,FAQ,3000,4250,3625,675,673,Stable demand,2607,2602,5004,503,4.696643751,Fertilizer,967,Medium,No Intervention,-4.493353989,1,1,1,3626.478621
Gujarat,Banaskanth,Deesa(Deesa Veg Yard),Chikoos(Sapota),Other,Medium,3500,4350,3925,556,354,High demand due to festival,3266,1228,5312,1652,4.245483259,Seed,533,Medium,Stock Release,8.962475636,3,1,2,3924.633637
Gujarat,Banaskanth,Deesa(Deesa Veg Yard),Coriander(Leaves),Other,FAQ,7000,8200,7600,578,622,High demand due to festival,3953,2184,6025,1549,6.445908795,Labor,855,High,Stock Release,6.203403331,1,1,2,7600.413414
Gujarat,Banaskanth,Deesa(Deesa Veg Yard),Cucumbar(Kheera),Other,FAQ,2000,2250,2125,531,696,High demand due to festival,4981,1426,7133,1300,7.847932345,Labor,858,High,Price Cap,3.690813364,1,1,2,2120.751943
Gujarat,Banaskanth,Deesa(Deesa Veg Yard),Gram Raw(Chholia),Other,FAQ,4000,5000,4500,710,302,High demand due to festival,2837,1121,7573,1476,6.726611887,Labor,684,High,Price Cap,4.407872588,3,0,2,4504.941008
Gujarat,Banaskanth,Deesa(Deesa Veg Yard),Green Chilli,Other,FAQ,4000,5000,4500,747,325,Low supply affecting prices,4194,3196,5803,526,5.456750203,Seed,383,Medium,Price Cap,-9.047355826,1,0,1,4498.786758
Gujarat,Banaskanth,Deesa(Deesa Veg Yard),Guar,Other,FAQ,1500,2400,1950,427,612,Government intervention expected,1243,3899,4125,1565,6.002553612,Seed,582,Medium,No Intervention,1.36778734,2,0,2,1947.052325
Gujarat,Banaskanth,Deesa(Deesa Veg Yard),Lemon,Other,FAQ,1500,2350,1925,659,425,Government intervention expected,3933,3752,7039,1464,3.711394543,Fertilizer,806,Medium,Price Cap,8.821138198,3,0,1,1924.800153
Gujarat,Banaskanth,Deesa(Deesa Veg Yard),Mango,Other,Medium,2500,5000,3750,475,352,Stable demand,1586,4814,6096,563,7.066066428,Fertilizer,366,High,Stock Release,-9.217796332,3,1,2,3748.174632
Gujarat,Banaskanth,Deesa(Deesa Veg Yard),Mousambi(Sweet Lime),Other,Medium,7000,7650,7325,466,497,Low supply affecting prices,3565,1110,7671,1548,6.021475053,Seed,698,Low,Price Cap,-4.17966963,3,1,1,7323.915238
Gujarat,Banaskanth,Deesa(Deesa Veg Yard),Onion,Other,FAQ,1000,1400,1200,741,598,Stable demand,4092,4728,4845,571,7.82915199,Fertilizer,345,Low,No Intervention,-8.969770157,3,0,1,1200.628674
Gujarat,Banaskanth,Deesa(Deesa Veg Yard),Onion Green,Other,FAQ,3500,4150,3825,593,487,Stable demand,3237,2244,5796,1399,7.897416841,Labor,257,Low,No Intervention,1.394831557,3,1,1,3822.78434
Gujarat,Banaskanth,Deesa(Deesa Veg Yard),Papaya,Other,Medium,1500,2400,1950,561,485,Government intervention expected,4296,2927,4178,767,4.772933462,Fertilizer,456,High,Price Cap,-7.675987457,3,0,1,1951.664806
Gujarat,Banaskanth,Deesa(Deesa Veg Yard),Pineapple,Other,Medium,5000,6200,5600,746,604,Low supply affecting prices,3962,1063,5604,594,7.942729678,Labor,647,Low,No Intervention,-0.4149968755,2,0,2,5599.317335
Gujarat,Banaskanth,Deesa(Deesa Veg Yard),Pointed gourd (Parval),Other,FAQ,3000,3700,3350,760,597,High demand due to festival,3662,3685,5902,894,7.784167641,Fertilizer,335,High,No Intervention,4.398988736,3,1,1,3345.841456
Gujarat,Banaskanth,Deesa(Deesa Veg Yard),Pomegranate,Other,Medium,10000,15000,12500,656,503,Government intervention expected,1855,4801,7999,1368,6.199159819,Labor,859,High,No Intervention,-6.711229301,1,0,1,12503.8692
Gujarat,Banaskanth,Deesa(Deesa Veg Yard),Potato,Other,FAQ,500,1300,900,471,310,Low supply affecting prices,3513,4867,4492,863,4.667322142,Fertilizer,559,Medium,Price Cap,5.107288742,1,0,2,899.773865
Gujarat,Banaskanth,Deesa(Deesa Veg Yard),Ridgeguard(Tori),Other,FAQ,4000,4750,4375,486,658,Low supply affecting prices,3146,2377,7504,1838,6.766701104,Fertilizer,199,Medium,No Intervention,-8.795910761,1,0,1,4379.229322
Gujarat,Banaskanth,Deesa(Deesa Veg Yard),Tomato,Other,FAQ,9000,10000,9500,661,653,Government intervention expected,3035,4545,6619,616,4.356186157,Seed,838,High,Price Cap,-7.007510395,3,1,2,9498.806422
Gujarat,Bharuch,Ankleshwar,Bhindi(Ladies Finger),Bhindi,FAQ,1600,2600,2000,613,445,Government intervention expected,1829,1908,6349,663,6.149219483,Seed,218,Low,Price Cap,-4.397792736,1,0,1,2000.426454
Gujarat,Bharuch,Ankleshwar,Brinjal,Brinjal,FAQ,1200,4400,4300,552,384,Stable demand,2386,2771,4963,1376,3.122908069,Labor,453,High,No Intervention,5.921981348,2,0,2,4303.735618
Gujarat,Bharuch,Ankleshwar,Cabbage,Cabbage,FAQ,600,1200,1100,609,399,Stable demand,4044,2508,7832,1289,6.142913983,Seed,807,High,Price Cap,7.002737782,1,1,2,1099.622156
Gujarat,Bharuch,Ankleshwar,Coriander(Leaves),Coriander,FAQ,7000,9000,8000,460,403,Stable demand,4154,1012,7037,1076,7.758041424,Labor,187,Low,Price Cap,-5.592403713,3,1,1,8001.331285
Gujarat,Bharuch,Ankleshwar,Ginger(Green),Green Ginger,FAQ,11000,13000,12000,667,345,High demand due to festival,2716,3981,5192,805,4.175715214,Seed,135,Medium,No Intervention,-8.084323489,2,1,2,11997.47059
Gujarat,Bharuch,Ankleshwar,Green Chilli,Green Chilly,FAQ,4000,7800,5000,661,343,Government intervention expected,2687,2176,7024,1271,6.890897434,Seed,413,High,No Intervention,6.959075647,2,1,1,4997.381242
Gujarat,Bharuch,Ankleshwar,Lemon,Lemon,FAQ,2000,3200,2300,617,577,Low supply affecting prices,1055,1238,5986,699,4.46711775,Labor,639,Medium,Price Cap,2.98734875,2,1,1,2300.426485
Gujarat,Bharuch,Ankleshwar,Surat Beans (Papadi),Surat Beans (Papadi),FAQ,3400,5000,4500,682,480,Government intervention expected,2725,4261,4268,679,6.539248744,Fertilizer,650,Medium,Stock Release,-6.842891272,1,1,1,4501.131879
Gujarat,Bharuch,Ankleshwar,Tomato,Tomato,FAQ,6000,9000,7900,535,486,Low supply affecting prices,2953,1662,5387,857,6.499861849,Labor,421,Medium,Stock Release,1.154335703,1,1,2,7901.557764
Gujarat,Bharuch,Jambusar,Arhar (Tur/Red Gram)(Whole),Other,FAQ,5200,5600,5400,779,413,High demand due to festival,2045,2109,4623,1239,3.923688708,Labor,526,High,Stock Release,7.447428658,3,0,2,5402.686391
Gujarat,Bharuch,Jambusar,Bajra(Pearl Millet/Cumbu),Other,FAQ,2000,2200,2100,761,554,Government intervention expected,3627,4092,6147,1775,5.985639552,Labor,616,Low,Stock Release,-8.609701159,2,1,1,2104.225792
Gujarat,Bharuch,Jambusar,Castor Seed,Other,FAQ,4500,5300,4900,492,680,Low supply affecting prices,1184,1693,7985,1822,7.295844766,Seed,752,Low,Price Cap,-8.325575327,3,0,2,4897.401438
Gujarat,Bharuch,Jambusar,Cotton,Other,FAQ,5500,6100,5800,508,679,Low supply affecting prices,1521,4390,6262,929,4.912665347,Seed,839,Medium,No Intervention,-4.527844787,3,0,2,5801.194639
Gujarat,Bharuch,Jambusar,Jowar(Sorghum),Other,FAQ,3000,3600,3300,640,329,Stable demand,2601,2181,6672,1527,6.551384757,Seed,108,Medium,Stock Release,3.045246512,3,1,1,3299.431272
Gujarat,Bharuch,Jambusar,Maize,Other,FAQ,1500,1900,1700,754,563,High demand due to festival,3311,4018,6144,1152,6.372150176,Labor,458,Low,No Intervention,-6.439829811,2,0,2,1695.892281
Gujarat,Bharuch,Jambusar,Rice,Other,FAQ,3200,3600,3400,541,397,Government intervention expected,2248,4011,4818,1177,4.287570009,Fertilizer,577,Medium,Stock Release,6.327344086,2,0,2,3399.535583
Gujarat,Bharuch,Jambusar,Wheat,Other,FAQ,2500,3100,2800,690,612,Stable demand,2658,2504,6677,753,7.593217799,Fertilizer,156,Low,Stock Release,5.008603536,3,1,1,2802.906916
Gujarat,Bharuch,Jambusar(Kaavi),Arhar (Tur/Red Gram)(Whole),Other,FAQ,5800,6200,6000,636,666,High demand due to festival,2061,2902,4547,1440,5.817560421,Labor,382,Low,Stock Release,1.220097073,2,0,1,5995.791214
Gujarat,Bharuch,Jambusar(Kaavi),Bajra(Pearl Millet/Cumbu),Other,FAQ,1700,2300,2000,739,628,Stable demand,2002,1075,4336,1619,4.776463284,Labor,544,High,No Intervention,-7.678645913,1,0,2,2001.062181
Gujarat,Bharuch,Jambusar(Kaavi),Castor Seed,Other,FAQ,5000,5600,5300,711,414,Government intervention expected,3170,1328,4358,666,3.821791879,Fertilizer,560,Medium,No Intervention,9.764396566,2,0,2,5299.100714
Gujarat,Bharuch,Jambusar(Kaavi),Cotton,Other,FAQ,5800,6200,6000,576,575,Low supply affecting prices,4901,2439,7361,1854,5.367291762,Seed,589,Medium,Stock Release,-0.1993274087,1,1,2,6001.540658
Gujarat,Bharuch,Jambusar(Kaavi),Jowar(Sorghum),Other,FAQ,3100,3500,3300,540,580,Government intervention expected,4227,4274,5419,1464,6.65056719,Labor,458,High,No Intervention,-0.9585370427,2,1,1,3303.213697
Gujarat,Bharuch,Jambusar(Kaavi),Maize,Other,FAQ,1600,2000,1800,588,574,High demand due to festival,4977,2252,5924,1353,6.118201349,Fertilizer,789,Low,Stock Release,9.911381593,3,1,2,1800.416457
Gujarat,Bharuch,Jambusar(Kaavi),Rice,Other,FAQ,3200,3600,3400,448,560,Government intervention expected,3348,3199,4815,1585,6.635262798,Fertilizer,693,Medium,Price Cap,7.277365269,3,0,2,3398.039543
Gujarat,Bhavnagar,Taleja,Bajra(Pearl Millet/Cumbu),Local,FAQ,2000,2205,2105,701,630,High demand due to festival,3880,4846,4359,673,6.958803762,Fertilizer,696,High,No Intervention,-0.8726453194,1,0,2,2100.901507
Gujarat,Bhavnagar,Taleja,Bengal Gram(Gram)(Whole),Other,FAQ,4125,5055,4590,768,506,Stable demand,3017,1071,7062,1776,5.205023832,Seed,164,Low,Stock Release,-1.623940281,1,1,1,4587.887008
Gujarat,Bhavnagar,Taleja,Black Gram (Urd Beans)(Whole),Local,FAQ,8505,8505,8505,589,683,High demand due to festival,4138,1224,4346,1984,5.60083092,Fertilizer,528,High,Price Cap,-8.081812349,2,1,2,8503.646524
Gujarat,Bhavnagar,Taleja,Castor Seed,Castor seed,FAQ,4055,5850,4955,535,627,Low supply affecting prices,2928,3520,5147,1123,7.932110558,Fertilizer,954,High,Price Cap,8.530234928,1,0,2,4956.41274
Gujarat,Bhavnagar,Taleja,Corriander seed,Other,FAQ,5930,5930,5930,442,510,Low supply affecting prices,3692,4968,4551,1738,7.840256979,Fertilizer,901,High,Stock Release,6.875496954,3,0,1,5928.883519
Gujarat,Bhavnagar,Taleja,Cotton,Shanker 6 (B) 30mm FIne,FAQ,5555,6875,6215,779,514,Low supply affecting prices,3921,4714,7724,1762,5.074085624,Labor,967,High,Price Cap,-3.799950142,2,0,2,6214.027019
Gujarat,Bhavnagar,Taleja,Groundnut,Bold,FAQ,6275,7090,6685,752,339,Stable demand,1393,3407,6585,914,6.425897621,Labor,556,Low,Price Cap,5.066425751,1,0,2,6682.904915
Gujarat,Bhavnagar,Taleja,"Sesamum(Sesame,Gingelly,Til)",Black,FAQ,15805,15805,15805,489,325,High demand due to festival,4723,3587,6701,1238,4.337950892,Labor,235,High,Stock Release,5.254588525,3,0,1,15803.62883
Gujarat,Bhavnagar,Taleja,"Sesamum(Sesame,Gingelly,Til)",White,FAQ,11430,15355,13395,694,326,Stable demand,2617,1810,5887,1174,3.763487728,Fertilizer,861,Low,Price Cap,-5.441785655,3,1,2,13392.66028
Gujarat,Bhavnagar,Taleja,Wheat,Kalyan,FAQ,2225,2785,2505,740,489,Government intervention expected,4641,3656,5930,625,6.842006113,Fertilizer,705,High,Price Cap,2.273109399,2,1,2,2507.341289
Gujarat,Dahod,Dahod,Arhar (Tur/Red Gram)(Whole),Arhar (Whole),FAQ,8000,8600,8200,644,382,Government intervention expected,1660,4117,4421,1440,5.180899847,Seed,147,High,Stock Release,-4.899423932,2,0,1,8204.829615
Gujarat,Dahod,Dahod,Arhar (Tur/Red Gram)(Whole),Other,FAQ,8600,8900,8800,591,683,Government intervention expected,2428,3048,4335,752,3.885264018,Fertilizer,711,Medium,Stock Release,5.797721039,2,0,2,8802.346463
Gujarat,Dahod,Dahod,Bajra(Pearl Millet/Cumbu),Other,FAQ,1800,2300,2200,717,469,Government intervention expected,4520,1677,5526,696,6.794239618,Seed,949,Medium,Price Cap,-6.92380595,2,0,2,2195.736289
Gujarat,Dahod,Dahod,Bengal Gram(Gram)(Whole),Desi (Whole),FAQ,4875,4900,4885,505,466,Low supply affecting prices,2154,4316,4056,912,7.575851799,Fertilizer,293,Medium,No Intervention,3.378119974,1,1,2,4886.327086
Gujarat,Dahod,Dahod,Bengal Gram(Gram)(Whole),Other,FAQ,4900,4971,4950,762,487,High demand due to festival,1068,4290,5685,1979,7.666367502,Seed,216,Medium,Stock Release,-3.479765767,2,1,2,4952.028941
Gujarat,Dahod,Dahod,Black Gram (Urd Beans)(Whole),Black Gram (Whole),FAQ,5500,8000,7500,709,468,Low supply affecting prices,4416,4685,7064,1275,5.981668542,Labor,878,High,No Intervention,-9.276358849,1,0,2,7502.782446
Gujarat,Dahod,Dahod,Castor Seed,Castor seed,FAQ,5300,5400,5350,781,588,High demand due to festival,3809,1290,7950,1577,5.398205645,Fertilizer,919,High,Stock Release,-7.525907116,3,0,2,5352.626863
Gujarat,Dahod,Dahod,Castor Seed,Other,FAQ,5150,5250,5200,632,528,High demand due to festival,1319,2481,6959,1862,3.709332931,Seed,263,Low,No Intervention,3.097982764,2,0,1,5200.083884
Gujarat,Dahod,Dahod,Green Gram (Moong)(Whole),Green (Whole),FAQ,7300,7800,7600,664,396,Stable demand,3224,3251,6764,1882,6.963949021,Labor,578,High,Stock Release,-5.201713936,2,1,1,7597.624226
Gujarat,Dahod,Dahod,Maize,White (SAFED),FAQ,2025,2850,2600,743,666,Government intervention expected,1583,2225,7147,1674,7.726615761,Labor,386,Low,Price Cap,2.620707452,2,1,1,2596.205913
Gujarat,Dahod,Dahod,Maize,Yellow,FAQ,2075,2200,2150,436,315,High demand due to festival,4600,1565,7537,1623,7.447302068,Fertilizer,635,High,Price Cap,-1.70355668,2,1,1,2145.083726
Gujarat,Dahod,Dahod,Paddy(Dhan)(Common),Paddy Coarse,FAQ,1875,1900,1890,704,578,Government intervention expected,2864,3529,6332,733,6.758917272,Seed,593,High,No Intervention,3.854269278,2,0,2,1885.015173
Gujarat,Dahod,Dahod,Paddy(Dhan)(Common),Paddy fine,FAQ,2050,2100,2075,440,434,Government intervention expected,2183,2815,4721,1585,3.022844313,Seed,504,Low,No Intervention,-0.1410275563,2,0,1,2079.362068
Gujarat,Dahod,Dahod,Rice,Coarse,FAQ,4500,5500,5200,416,325,Government intervention expected,1581,1510,4385,695,5.038754373,Seed,195,Medium,Stock Release,-3.829058057,2,1,1,5201.07954
Gujarat,Dahod,Dahod,Soyabean,Soyabeen,FAQ,4900,5005,4975,743,651,Low supply affecting prices,4696,1923,4949,1041,5.053570859,Labor,596,High,Stock Release,-7.083616403,1,1,1,4975.741961
Gujarat,Dahod,Dahod,Wheat,147 Average,FAQ,2500,2615,2575,676,311,Government intervention expected,2767,3325,6817,1629,7.471841165,Seed,353,Medium,No Intervention,-3.178034952,2,1,1,2573.766575
Gujarat,Dahod,Dahod,Wheat,Lokwan,FAQ,2380,2500,2480,706,371,High demand due to festival,2556,4052,7330,794,3.328253585,Labor,513,Low,No Intervention,2.697881559,2,1,2,2482.985264
Gujarat,Dahod,Dahod(Veg. Market),Bhindi(Ladies Finger),Bhindi,FAQ,1500,2500,2000,458,432,Low supply affecting prices,4206,1015,5500,1144,5.656112919,Seed,732,High,Price Cap,4.809470104,2,0,2,1997.201798
Gujarat,Dahod,Dahod(Veg. Market),Bitter gourd,Bitter Gourd,FAQ,2000,3500,2500,582,405,Government intervention expected,2798,4596,5719,1974,3.68067202,Labor,683,Low,No Intervention,-6.793206503,1,0,2,2502.380808
Gujarat,Dahod,Dahod(Veg. Market),Bottle gourd,Bottle Gourd,FAQ,1000,2300,1500,440,519,Stable demand,1110,3403,6887,655,6.311469571,Fertilizer,964,High,Price Cap,3.285448178,2,0,1,1498.627969
Gujarat,Dahod,Dahod(Veg. Market),Brinjal,Brinjal,FAQ,1000,3000,2000,438,672,Government intervention expected,1998,1355,6058,905,6.961277441,Labor,470,Low,No Intervention,-6.414409807,2,0,1,2002.077579
Gujarat,Dahod,Dahod(Veg. Market),Cabbage,Cabbage,FAQ,1000,1700,1500,796,476,Government intervention expected,1757,1829,7019,1395,6.20979606,Seed,675,Low,Price Cap,-5.56361313,3,1,1,1502.063954
Gujarat,Dahod,Dahod(Veg. Market),Carrot,Carrot,FAQ,2000,3000,2500,591,581,Low supply affecting prices,1282,3646,6719,1225,6.972925705,Labor,342,Medium,Price Cap,0.6263448056,2,0,1,2498.153057
Gujarat,Dahod,Dahod(Veg. Market),Cauliflower,Cauliflower,FAQ,1500,4500,2500,666,432,High demand due to festival,4591,2101,4259,1237,6.037481489,Seed,738,Medium,Price Cap,-4.21595396,3,1,2,2504.342569
Gujarat,Dahod,Dahod(Veg. Market),Coriander(Leaves),Coriander,FAQ,5000,12000,9000,546,321,Government intervention expected,4867,3975,4392,1296,3.949195552,Fertilizer,472,Medium,Stock Release,3.231908825,3,1,2,9000.076619
Gujarat,Dahod,Dahod(Veg. Market),Cucumbar(Kheera),Cucumbar,FAQ,1500,4000,2500,794,568,Low supply affecting prices,2742,2090,4599,1053,4.913317593,Labor,138,High,Price Cap,9.115532485,2,0,1,2497.577354
Gujarat,Dahod,Dahod(Veg. Market),Drumstick,Other,FAQ,2500,4000,3250,732,460,Low supply affecting prices,3241,3906,7440,874,7.784344081,Fertilizer,996,Low,No Intervention,-7.022155973,2,1,2,3251.737932
Gujarat,Dahod,Dahod(Veg. Market),Elephant Yam (Suran),Other,FAQ,2500,4000,3500,526,406,High demand due to festival,4014,2746,7255,954,4.440874564,Labor,452,Medium,No Intervention,1.410216646,2,1,1,3502.508645
Gujarat,Dahod,Dahod(Veg. Market),French Beans (Frasbean),Other,FAQ,10000,10000,10000,445,578,Low supply affecting prices,2070,1213,5039,701,3.314311921,Labor,525,High,No Intervention,8.465983653,3,0,1,10004.50684
Gujarat,Dahod,Dahod(Veg. Market),Garlic,Other,FAQ,6000,12000,9000,444,652,High demand due to festival,4025,2720,4755,1975,4.924149874,Fertilizer,176,Medium,Stock Release,-6.469420467,1,0,2,8995.732738
Gujarat,Dahod,Dahod(Veg. Market),Ginger(Green),Green Ginger,FAQ,14000,16000,15000,400,534,Stable demand,3389,1448,7577,1710,4.831535594,Fertilizer,609,High,Price Cap,-2.662981932,1,0,2,15000.39943
Gujarat,Dahod,Dahod(Veg. Market),Green Chilli,Green Chilly,FAQ,2500,5500,4000,567,317,Government intervention expected,4313,4012,7157,1353,5.351544079,Labor,616,Low,Stock Release,-7.5276633,2,0,1,3999.903751
Gujarat,Dahod,Dahod(Veg. Market),Lemon,Other,FAQ,3000,5000,4000,507,541,Low supply affecting prices,3569,4504,6758,1223,5.80151711,Labor,239,Low,Price Cap,2.840754366,2,1,1,3998.10247
Gujarat,Dahod,Dahod(Veg. Market),Little gourd (Kundru),Other,FAQ,2000,3500,2500,418,416,Stable demand,2393,2568,7081,1891,7.962116333,Labor,351,Low,No Intervention,3.382858554,3,0,2,2502.67813
Gujarat,Dahod,Dahod(Veg. Market),Mint(Pudina),Mint(Pudina),FAQ,3000,5000,4000,731,585,Low supply affecting prices,1800,4186,4476,839,6.781169711,Fertilizer,768,High,Price Cap,3.283646389,3,0,2,3996.942668
Gujarat,Dahod,Dahod(Veg. Market),Onion,Onion,FAQ,700,1500,1250,471,581,Low supply affecting prices,3950,3834,5187,761,3.179453821,Seed,870,Low,Stock Release,0.8425409673,1,0,1,1248.277574
Gujarat,Dahod,Dahod(Veg. Market),Pointed gourd (Parval),Other,FAQ,2000,3000,2500,508,443,Stable demand,1130,4491,6071,1042,6.563561641,Fertilizer,416,High,Stock Release,4.925217356,3,1,1,2502.66152
Gujarat,Dahod,Dahod(Veg. Market),Potato,Potato,FAQ,1000,1400,1250,667,504,Low supply affecting prices,2293,3546,5599,1050,7.121158742,Labor,519,High,Stock Release,-9.282454072,1,0,2,1249.772699
Gujarat,Dahod,Dahod(Veg. Market),Pumpkin,Pumpkin,FAQ,1000,1500,1250,639,338,Low supply affecting prices,2963,1709,6359,1829,7.478153694,Labor,978,High,Stock Release,9.150269749,2,1,2,1246.360952
Gujarat,Dahod,Dahod(Veg. Market),Ridgeguard(Tori),Ridgeguard(Tori),FAQ,1500,3500,2500,700,453,Stable demand,3861,1379,7309,1137,5.120030515,Fertilizer,848,Low,No Intervention,-5.558075841,1,1,1,2503.942638
Gujarat,Dahod,Dahod(Veg. Market),Tinda,Tinda,FAQ,1500,2500,2000,489,475,Low supply affecting prices,1060,4214,6509,664,4.568127841,Labor,174,Low,Stock Release,-7.568760626,1,1,2,2002.308078
Gujarat,Dahod,Dahod(Veg. Market),Tomato,Tomato,FAQ,3000,8000,5000,502,540,High demand due to festival,3211,3787,7533,1257,7.196623964,Labor,997,Low,Stock Release,8.822720859,2,1,1,5000.627421
Gujarat,Dahod,Davgadbaria(Piplod),Maize,Deshi White,FAQ,2010,2030,2020,649,685,Low supply affecting prices,2548,3679,7928,1120,6.888077047,Labor,128,High,Stock Release,6.608738327,1,1,2,2021.093256
Gujarat,Dahod,Devgadhbaria,Paddy(Dhan)(Common),Common,FAQ,1350,1370,1360,407,668,Government intervention expected,1271,2888,5261,1611,5.68021225,Labor,140,Low,No Intervention,5.297408386,3,0,1,1361.259863
Gujarat,Dahod,Limkheda,Maize,Other,FAQ,2160,2340,2250,552,433,Low supply affecting prices,4791,2047,6069,1723,3.589413922,Labor,640,High,Price Cap,-7.905085821,3,0,2,2249.992942
Gujarat,Dahod,Limkheda,Paddy(Dhan)(Common),Other,FAQ,1580,1770,1675,746,345,Government intervention expected,2781,1538,6227,1794,6.258806695,Seed,591,Low,No Intervention,6.150584274,2,1,1,1677.44741
Gujarat,Dahod,Limkheda,Wheat,Other,FAQ,1950,2250,2100,573,349,Government intervention expected,3180,3992,5841,550,3.328337832,Fertilizer,199,High,No Intervention,2.18047046,2,1,2,2102.153247
Gujarat,Gandhinagar,Dehgam,Bajra(Pearl Millet/Cumbu),Other,FAQ,2120,2165,2142,742,465,Low supply affecting prices,2267,4146,5582,988,3.501834023,Fertilizer,419,Medium,No Intervention,4.63817222,3,1,1,2137.027901
Gujarat,Gandhinagar,Dehgam,Castor Seed,Other,FAQ,5700,5775,5737,557,405,Stable demand,4877,1752,6838,697,4.655701195,Fertilizer,669,Low,Price Cap,9.561405596,3,0,2,5733.105508
Gujarat,Gandhinagar,Dehgam,Guar,Other,FAQ,4950,5200,5075,614,515,High demand due to festival,4045,1534,5759,1546,4.855877484,Seed,822,Low,Stock Release,-6.111176458,3,0,2,5070.253111
